benchmark,sub_domain,condition,count,accuracy,dense_accuracy,delta,paired_ci95,matching_tokens,compared_tokens,token_agreement,sequence_exact_match,relative_accuracy,length_terminated,empty_outputs,overall_eligible,overall_skipped,overall_softmax_skipped,overall_pv_omitted,overall_compensated,overall_mass_sum,overall_rows,overall_error_sq,overall_dense_sq,overall_denominator_mass_sum,overall_same_budget_best_mass_sum,overall_wrongly_replaced_vs_mass,overall_unnecessarily_retained_vs_mass,overall_physical_sparsity,overall_pv_omission,overall_mass,overall_denominator_mass,overall_relative_error,overall_rescued_rows,overall_prefix_eligible,overall_prefix_skipped,overall_prefix_replaced,overall_canvas_eligible,overall_canvas_skipped,overall_canvas_replaced,overall_boundary_eligible,overall_boundary_skipped,overall_boundary_replaced,overall_softmax_sparsity,overall_compensation_fraction,overall_mass_selection_gap,overall_wrongly_replaced_fraction,overall_rescued_row_rate,overall_prefix_sparsity,overall_canvas_sparsity,overall_boundary_sparsity,global_eligible,global_skipped,global_softmax_skipped,global_pv_omitted,global_compensated,global_mass_sum,global_rows,global_error_sq,global_dense_sq,global_denominator_mass_sum,global_same_budget_best_mass_sum,global_wrongly_replaced_vs_mass,global_unnecessarily_retained_vs_mass,global_physical_sparsity,global_pv_omission,global_mass,global_denominator_mass,global_relative_error,global_rescued_rows,global_prefix_eligible,global_prefix_skipped,global_prefix_replaced,global_canvas_eligible,global_canvas_skipped,global_canvas_replaced,global_boundary_eligible,global_boundary_skipped,global_boundary_replaced,global_softmax_sparsity,global_compensation_fraction,global_mass_selection_gap,global_wrongly_replaced_fraction,global_rescued_row_rate,global_prefix_sparsity,global_canvas_sparsity,global_boundary_sparsity,local_eligible,local_skipped,local_softmax_skipped,local_pv_omitted,local_compensated,local_mass_sum,local_rows,local_error_sq,local_dense_sq,local_denominator_mass_sum,local_same_budget_best_mass_sum,local_wrongly_replaced_vs_mass,local_unnecessarily_retained_vs_mass,local_physical_sparsity,local_pv_omission,local_mass,local_denominator_mass,local_relative_error,local_rescued_rows,local_prefix_eligible,local_prefix_skipped,local_prefix_replaced,local_canvas_eligible,local_canvas_skipped,local_canvas_replaced,local_boundary_eligible,local_boundary_skipped,local_boundary_replaced,local_softmax_sparsity,local_compensation_fraction,local_mass_selection_gap,local_wrongly_replaced_fraction,local_rescued_row_rate,local_prefix_sparsity,local_canvas_sparsity,local_boundary_sparsity,overall_mass_sample_p10_p50_p90,overall_relative_error_sample_p10_p50_p90,overall_physical_sparsity_sample_p10_p50_p90,global_mass_sample_p10_p50_p90,global_relative_error_sample_p10_p50_p90,global_physical_sparsity_sample_p10_p50_p90,local_mass_sample_p10_p50_p90,local_relative_error_sample_p10_p50_p90,local_physical_sparsity_sample_p10_p50_p90,equal_task_macro,dense_equal_task_macro,correct,unparsed_answers
longbench_v2,Academic,blasst_aggressive_s50,19,0.5263157894736842,0.42105263157894735,0.10526315789473684,"(0.0, 0.2631578947368421)",497,10092,0.04924692826000793,0.0,1.25,0,0,93130240.0,43576002.0,43576002.0,43576002.0,0.0,96276362.80752945,126074880.0,1308305234.3493662,12353817012.893005,96276362.80752945,114178904.14910316,7880944.0,7880944.0,0.4679038945889112,0.4679038945889112,0.7636442946249836,0.7636442946249836,0.3254272808260395,0.0,88205440.0,41639683.0,41639683.0,3939840.0,1498785.0,1498785.0,984960.0,437534.0,437534.0,0.4679038945889112,0.0,0.1419992733014992,0.08462282498144534,0.0,0.4720761327192518,0.38041773269980506,0.4442149935022742,77535040.0,36140482.0,36140482.0,36140482.0,0.0,18927682.462493896,21012480.0,63488425.45090047,3149945706.5336914,18927682.462493896,19226802.340667725,5056381.0,5056381.0,0.46611805449510313,0.46611805449510313,0.9007828900964521,0.9007828900964521,0.14196972598991178,0.0,76714240.0,36034442.0,36034442.0,656640.0,102545.0,102545.0,164160.0,3495.0,3495.0,0.46611805449510313,0.0,0.014235343861068665,0.06521414060017251,0.0,0.4697229875444246,0.1561662402534113,0.021290204678362575,15595200.0,7435520.0,7435520.0,7435520.0,0.0,77348680.34503555,105062400.0,1244816808.8984659,9203871306.359314,77348680.34503555,94952101.80843544,2824563.0,2824563.0,0.47678259977428955,0.47678259977428955,0.7362165755306899,0.7362165755306899,0.36776250866430454,0.0,11491200.0,5605241.0,5605241.0,3283200.0,1396240.0,1396240.0,820800.0,434039.0,434039.0,0.47678259977428955,0.0,0.1675520591895853,0.18111745921822098,0.0,0.4877855228348649,0.4252680311890838,0.5287999512670565,"[0.7471970588669595, 0.7656088000011201, 0.7882662424302778]","[0.31031491077395307, 0.3235037681412374, 0.33905263611423775]","[0.42917000233307245, 0.4782910539215686, 0.5295642959710708]","[0.8827557571716288, 0.9006666236035525, 0.9133014008576162]","[0.13083647362548056, 0.14403404519553284, 0.15822013222769082]","[0.420606016962259, 0.47859695357833654, 0.5433022125915439]","[0.7190189037410665, 0.7376784402307552, 0.7650988785738437]","[0.35058506358486363, 0.3675582573890479, 0.38309303725963423]","[0.45931085640296165, 0.4774780701754386, 0.4871562452710269]",0.5222222222222221,0.41666666666666663,10.0,0
longbench_v2,Academic,blasst_original_s50,19,0.47368421052631576,0.42105263157894735,0.05263157894736842,"(0.0, 0.15789473684210525)",581,9580,0.060647181628392485,0.0,1.125,0,0,61479200.0,26207216.0,26207216.0,26207216.0,0.0,77556333.75859451,82452480.0,127448640.91634671,8416794793.757843,77556333.75859451,80215791.37499619,4397135.0,4397135.0,0.4262777654881651,0.4262777654881651,0.9406185691272659,0.9406185691272659,0.1230535748053892,0.0,58258400.0,25575141.0,25575141.0,2576640.0,540945.0,540945.0,644160.0,91130.0,91130.0,0.4262777654881651,0.0,0.032254428446563066,0.07152231974391339,0.0,0.43899490888867526,0.20994201751117736,0.14147106308991556,51280000.0,23953056.0,23953056.0,23953056.0,0.0,12384131.2252388,13742080.0,45196671.65482992,2143545468.4702148,12384131.2252388,12576933.983234406,3358439.0,3358439.0,0.46710327613104524,0.46710327613104524,0.9011831706145503,0.9011831706145503,0.14520677397656412,0.0,50743200.0,23881066.0,23881066.0,429440.0,69513.0,69513.0,107360.0,2477.0,2477.0,0.46710327613104524,0.0,0.014030100100974923,0.06549218018720748,0.0,0.47062593608601744,0.16186894560357676,0.023071907600596124,10199200.0,2254160.0,2254160.0,2254160.0,0.0,65172202.53335571,68710400.0,82251969.2615168,6273249325.287628,65172202.53335571,67638857.39176178,1038696.0,1038696.0,0.2210134128166915,0.2210134128166915,0.948505648829809,0.948505648829809,0.1145056398727706,0.0,7515200.0,1694075.0,1694075.0,2147200.0,471432.0,471432.0,536800.0,88653.0,88653.0,0.2210134128166915,0.0,0.0358992941156807,0.10184092870029021,0.0,0.2254198158398978,0.21955663189269747,0.16515089418777942,"[0.9343579533845574, 0.9426403220530067, 0.9443714574704684]","[0.11190674933670858, 0.11716748590885842, 0.13689402537456516]","[0.376363643394186, 0.44040775240384616, 0.483209397546429]","[0.8850167811660123, 0.9015868692991457, 0.9128581994217515]","[0.13279908443075208, 0.14255498158962054, 0.15485471758589198]","[0.40318049240287573, 0.4822040409789414, 0.5486692172080749]","[0.9438442555412873, 0.9499558515415562, 0.9530468669172965]","[0.09919974870686694, 0.1089532547871113, 0.1276756689070015]","[0.20907627545876184, 0.22012406015037594, 0.23736658996629503]",0.4722222222222222,0.41666666666666663,9.0,0
longbench_v2,Academic,dense,19,0.42105263157894735,0.42105263157894735,0.0,"(0.0, 0.0)",9217,9217,1.0,1.0,1.0,0,0,64281760.0,0.0,0.0,0.0,0.0,87244800.0,87244800.0,0.0,9011119613.24466,87244800.0,87244800.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,60873760.0,0.0,0.0,2726400.0,0.0,0.0,681600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53489760.0,0.0,0.0,0.0,0.0,14540800.0,14540800.0,0.0,2338866710.1157227,14540800.0,14540800.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,52921760.0,0.0,0.0,454400.0,0.0,0.0,113600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10792000.0,0.0,0.0,0.0,0.0,72704000.0,72704000.0,0.0,6672252903.128937,72704000.0,72704000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7952000.0,0.0,0.0,2272000.0,0.0,0.0,568000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.41666666666666663,0.41666666666666663,8.0,0
longbench_v2,Academic,full_centered_s50,19,0.631578947368421,0.42105263157894735,0.21052631578947367,"(0.0, 0.47368421052631576)",582,10052,0.05789892558694787,0.0,1.5,0,0,106300000.0,52754266.0,0.0,52754266.0,0.0,106302128.7213012,145612800.0,1111664600.4511354,14344852826.384064,106302128.7213012,133159953.23049927,13165096.0,13165096.0,0.4962771966133584,0.4962771966133584,0.7300328592081273,0.7300328592081273,0.2783805187051086,0.0,100612000.0,50642146.0,50642146.0,4550400.0,1626202.0,1626202.0,1137600.0,485918.0,485918.0,0.0,0.0,0.18444686531127805,0.12384850423330197,0.0,0.5033410130004373,0.35737561533052037,0.4271431082981716,88288000.0,43875530.0,0.0,43875530.0,0.0,21836482.79569626,24268800.0,37464045.90736167,3747286879.13916,21836482.79569626,22428564.11353302,9545698.0,9545698.0,0.49695915639724536,0.49695915639724536,0.8997759590789928,0.8997759590789928,0.09998822694431116,0.0,87340000.0,43785785.0,43785785.0,758400.0,89439.0,89439.0,189600.0,306.0,306.0,0.0,0.0,0.0243968106308001,0.10811999365712215,0.0,0.5013256812457064,0.11793117088607595,0.0016139240506329114,18012000.0,8878736.0,0.0,8878736.0,0.0,84465645.92560494,121344000.0,1074200554.5437737,10597565947.244904,84465645.92560494,110731389.11696625,3619398.0,3619398.0,0.49293448811903173,0.49293448811903173,0.6960842392339542,0.6960842392339542,0.3183754869488561,0.0,13272000.0,6856361.0,6856361.0,3792000.0,1536763.0,1536763.0,948000.0,485612.0,485612.0,0.0,0.0,0.21645687624737364,0.20094370419720187,0.0,0.5166034508740205,0.4052645042194093,0.5122489451476794,"[0.7131616542833618, 0.7294208373876531, 0.7467565737779486]","[0.25897383607916785, 0.28039224480937336, 0.29755485383218266]","[0.39898746418593967, 0.5012369018869469, 0.551707165106397]","[0.8770518203497608, 0.8907325446890253, 0.9386852455514725]","[0.0625597297714017, 0.10609071626257716, 0.12041833624706635]","[0.37024138289959546, 0.5036233078410689, 0.5659202298835859]","[0.6791408517182667, 0.6948782289401096, 0.7194506835398028]","[0.2951696331572524, 0.3227766911580826, 0.3404990755606335]","[0.47951715052372945, 0.4940194568868981, 0.5033947032760473]",0.6277777777777778,0.41666666666666663,12.0,0
longbench_v2,Academic,jl_gaussian_r1_s50,19,0.5789473684210527,0.42105263157894735,0.15789473684210525,"(0.0, 0.3157894736842105)",382,9738,0.039227767508728695,0.0,1.3750000000000002,0,0,104929600.0,50216682.0,0.0,50216682.0,0.0,100350146.40912585,144138240.0,1932846259.1233728,13996103854.464813,100350146.40912585,129802035.05397987,12742643.0,12742643.0,0.47857498742013693,0.47857498742013693,0.6962076573789568,0.6962076573789568,0.37161657586973007,0.0,99299200.0,47927116.0,47927116.0,4504320.0,1758614.0,1758614.0,1126080.0,530952.0,530952.0,0.0,0.0,0.2043308468651624,0.12143992734176057,0.0,0.4826535964035964,0.3904282999431657,0.47150468883205454,87100000.0,41046219.0,0.0,41046219.0,0.0,21879120.62796402,24023040.0,29665489.817158278,3673275282.132324,21879120.62796402,22425722.903450012,9108141.0,9108141.0,0.4712539494833525,0.4712539494833525,0.9107557006925027,0.9107557006925027,0.0898667474530242,0.0,86161600.0,40951306.0,40951306.0,750720.0,94556.0,94556.0,187680.0,357.0,357.0,0.0,0.0,0.022753251690293668,0.10457107921928817,0.0,0.4752848832890754,0.12595375106564366,0.0019021739130434783,17829600.0,9170463.0,0.0,9170463.0,0.0,78471025.78116183,120115200.0,1903180769.3062146,10322828572.332489,78471025.78116183,107376312.15052986,3634502.0,3634502.0,0.5143392448512586,0.5143392448512586,0.6532980487162476,0.6532980487162476,0.4293788640922223,0.0,13137600.0,6975810.0,6975810.0,3753600.0,1664058.0,1664058.0,938400.0,530595.0,530595.0,0.0,0.0,0.24064636590013613,0.20384652487997487,0.0,0.5309805443916698,0.44332320971867006,0.5654251918158568,"[0.6769019676941398, 0.6986139178210217, 0.7167410596172534]","[0.3589742357248117, 0.37282431867935895, 0.38435928289378385]","[0.3837634852965194, 0.4791650165610599, 0.5357129948971628]","[0.8884515596458359, 0.9026370254783508, 0.9434715774116136]","[0.05740955889073714, 0.09226440128591189, 0.10658381937645195]","[0.3446606370778601, 0.47144056783320076, 0.5413592334970015]","[0.6333306159436264, 0.6546912807425224, 0.6779422291253077]","[0.41355160513650924, 0.4292445817881646, 0.44550512808302817]","[0.5013956800758033, 0.5145578084555651, 0.5245100889046942]",0.5777777777777777,0.41666666666666663,11.0,0
longbench_v2,Academic,jl_gaussian_r2_s50,19,0.5789473684210527,0.42105263157894735,0.15789473684210525,"(0.0, 0.3157894736842105)",562,12211,0.046024076652198834,0.0,1.3750000000000002,0,0,154848960.0,74382801.0,0.0,74382801.0,0.0,143942598.08747518,207175680.0,2209597530.5549784,20548087142.999054,143942598.08747518,186335721.2981949,19887013.0,19887013.0,0.4803571234834254,0.4803571234834254,0.6947852088018979,0.6947852088018979,0.32792225250696505,0.0,146756160.0,71148921.0,71148921.0,6474240.0,2501755.0,2501755.0,1618560.0,732125.0,732125.0,0.0,0.0,0.20462403314288485,0.1284284569944803,0.0,0.48481045701931696,0.38641678405496244,0.4523310844207197,129221760.0,61148070.0,0.0,61148070.0,0.0,31297649.588104248,34529280.0,48996940.5638953,5379919824.743164,31297649.588104248,32174459.67012787,14646594.0,14646594.0,0.4732025782654562,0.4732025782654562,0.9064089835671131,0.9064089835671131,0.09543256124268652,0.0,127872960.0,61019422.0,61019422.0,1079040.0,127741.0,127741.0,269760.0,907.0,907.0,0.0,0.0,0.025393233859021116,0.11334464102640299,0.0,0.47718784330948466,0.11838393386714116,0.0033622479240806645,25627200.0,13234731.0,0.0,13234731.0,0.0,112644948.49937093,172646400.0,2160600589.9910827,15168167318.25589,112644948.49937093,154161261.62806702,5240419.0,5240419.0,0.5164329696572392,0.5164329696572392,0.6524604538488549,0.6524604538488549,0.3774163322646545,0.0,18883200.0,10129499.0,10129499.0,5395200.0,2374014.0,2374014.0,1348800.0,731218.0,731218.0,0.0,0.0,0.24047019299965758,0.20448660017481426,0.0,0.5364291539569565,0.4400233540925267,0.5421248517200474,"[0.6825988046845378, 0.6992511043924646, 0.7203495579773471]","[0.30708144951858657, 0.33191568404848865, 0.34693604430781294]","[0.3861976674623275, 0.47485355110196176, 0.5392735225759643]","[0.8824717145172449, 0.9005832106299415, 0.9423852676496035]","[0.060933908424574856, 0.10007510764942187, 0.1097282619298241]","[0.3482034332757893, 0.46773170382051465, 0.5404350397483566]","[0.6402991276343717, 0.6563067056263677, 0.6807317962731827]","[0.3544295145053897, 0.38148749481449096, 0.3967107860339041]","[0.5051454524469068, 0.5130445906432749, 0.5261524283638346]",0.5777777777777777,0.41666666666666663,11.0,1
longbench_v2,Academic,jl_gaussian_r32_s50,19,0.5263157894736842,0.42105263157894735,0.10526315789473684,"(-0.10526315789473684, 0.3157894736842105)",644,10020,0.06427145708582835,0.0,1.25,0,0,120637120.0,56196835.0,0.0,56196835.0,0.0,120302546.09950046,165642240.0,1311117592.0303361,16310155591.004547,120302546.09950046,151484453.77106094,14760257.0,14760257.0,0.46583369198468927,0.46583369198468927,0.7262793964842571,0.7262793964842571,0.2835252684364017,0.0,114166720.0,53753605.0,53753605.0,5176320.0,1866465.0,1866465.0,1294080.0,576765.0,576765.0,0.0,0.0,0.1882485268948336,0.12235253129385051,0.0,0.4708342763985862,0.3605775918026706,0.44569501112759646,100147520.0,46021067.0,0.0,46021067.0,0.0,25199574.82262039,27607040.0,33105236.91930577,4286726235.711914,25199574.82262039,25811791.016693115,10621631.0,10621631.0,0.4595327672617355,0.4595327672617355,0.912795244351455,0.912795244351455,0.08787907473839973,0.0,99069120.0,45935796.0,45935796.0,862720.0,85003.0,85003.0,215680.0,268.0,268.0,0.0,0.0,0.02217608965223086,0.10605985050852981,0.0,0.463674210490615,0.09852907084569733,0.0012425816023738873,20489600.0,10175768.0,0.0,10175768.0,0.0,95102971.27688007,138035200.0,1278012355.1110303,12023429355.292633,95102971.27688007,125672662.75436783,4138626.0,4138626.0,0.49663087615180385,0.49663087615180385,0.6889762269108175,0.6889762269108175,0.3260268351683475,0.0,15097600.0,7817809.0,7817809.0,4313600.0,1781462.0,1781462.0,1078400.0,576497.0,576497.0,0.0,0.0,0.22146301434335414,0.201986666406372,0.0,0.5178179975625264,0.4129872959940653,0.5345854970326409,"[0.7118033670898593, 0.7235904497797342, 0.7422805806497993]","[0.2576430611669761, 0.2889193010651363, 0.2983720180268087]","[0.3764115896749846, 0.46727118476541907, 0.5251580621737811]","[0.8921977078858199, 0.902105246656216, 0.9488272427292122]","[0.055253515070228965, 0.09422981680745197, 0.10675664758799593]","[0.3395455990629183, 0.4632211388455538, 0.5294193873649055]","[0.676447233434164, 0.6862253090393028, 0.711664916435094]","[0.29352138796119, 0.3334824582021071, 0.3444713324341446]","[0.48633935585231736, 0.49753933066361555, 0.5078109231062606]",0.5277777777777778,0.41666666666666663,10.0,0
longbench_v2,Academic,jl_gaussian_r8_s50,19,0.47368421052631576,0.42105263157894735,0.05263157894736842,"(-0.10526315789473684, 0.2631578947368421)",563,10069,0.05591419207468468,0.0,1.125,0,0,111717440.0,51050218.0,0.0,51050218.0,0.0,110930240.58346999,153968640.0,1306092444.9303498,15118438897.24997,110930240.58346999,140430496.48752594,13631862.0,13631862.0,0.456958358515913,0.456958358515913,0.7204729520470531,0.7204729520470531,0.2939229407256091,0.0,105703040.0,48779895.0,48779895.0,4811520.0,1749647.0,1749647.0,1202880.0,520676.0,520676.0,0.0,0.0,0.1915991198211269,0.12202089485759789,0.0,0.46148053073970247,0.36363706271614793,0.43285780792764034,92671840.0,41534816.0,0.0,41534816.0,0.0,23487650.593437195,25661440.0,29127086.109551776,3952724719.158203,23487650.593437195,24037673.640159607,9773018.0,9773018.0,0.4481924174592843,0.4481924174592843,0.915289656131425,0.915289656131425,0.08584208054259082,0.0,91669440.0,41453452.0,41453452.0,801920.0,81071.0,81071.0,200480.0,293.0,293.0,0.0,0.0,0.021433834060848186,0.10545833556342465,0.0,0.45220579508285424,0.10109611931364725,0.001461492418196329,19045600.0,9515402.0,0.0,9515402.0,0.0,87442589.99003279,128307200.0,1276965358.820798,11165714178.091766,87442589.99003279,116392822.84736633,3858844.0,3858844.0,0.49961156382576555,0.49961156382576555,0.6815096112301787,0.6815096112301787,0.3381787423760948,0.0,14033600.0,7326443.0,7326443.0,4009600.0,1668576.0,1668576.0,1002400.0,520383.0,520383.0,0.0,0.0,0.22563217697318266,0.2026107867433948,0.0,0.5220644025766731,0.41614525139664804,0.5191370710295291,"[0.702932412388723, 0.7175014465127176, 0.7395942325997005]","[0.27229114706161345, 0.2962314878229449, 0.3138412400320111]","[0.3659141648879096, 0.4631991474543708, 0.5198671588695282]","[0.8908720505324624, 0.9071677724520365, 0.9480490388785089]","[0.053187826500237845, 0.08876692258189472, 0.10775036591181386]","[0.32599427790162194, 0.4550037308129619, 0.5238487278818968]","[0.6622507169416058, 0.6761577296297862, 0.7047249034425789]","[0.30904052492369305, 0.3429857383011567, 0.36061141924314793]","[0.48692712077794353, 0.5005921052631579, 0.5133935746808037]",0.4722222222222222,0.41666666666666663,9.0,0
longbench_v2,Academic,mass_s50,19,0.47368421052631576,0.42105263157894735,0.05263157894736842,"(-0.10526315789473684, 0.21052631578947367)",444,10007,0.04436894174078145,0.0,1.125,0,0,98451360.0,47095338.0,47095338.0,47095338.0,0.0,100278629.36839771,133939200.0,1284759854.67727,13663489129.69101,100278629.36839771,121678664.33682632,10905175.0,10905175.0,0.4783614771802035,0.4783614771802035,0.7486876834294793,0.7486876834294793,0.30664096360002163,0.0,93219360.0,44686218.0,44686218.0,4185600.0,1903739.0,1903739.0,1046400.0,505381.0,505381.0,0.4783614771802035,0.0,0.15977424807993934,0.11076713414624237,0.0,0.4793662818538982,0.45483060970948014,0.4829711391437309,81883360.0,38902207.0,38902207.0,38902207.0,0.0,20200990.61328888,22323200.0,33513076.379782975,3398174736.010742,20200990.61328888,20640901.005882263,7729623.0,7729623.0,0.4750929492878651,0.4750929492878651,0.9049325640270606,0.9049325640270606,0.09930801354150307,0.0,81011360.0,38736767.0,38736767.0,697600.0,164185.0,164185.0,174400.0,1255.0,1255.0,0.4750929492878651,0.0,0.019706421686558548,0.09439797047898377,0.0,0.47816463024444966,0.2353569380733945,0.007196100917431193,16568000.0,8193131.0,8193131.0,8193131.0,0.0,80077638.75510883,111616000.0,1251246778.2974868,10265314393.680267,80077638.75510883,101037763.33094406,3175552.0,3175552.0,0.4945153911154032,0.4945153911154032,0.7174387073099631,0.7174387073099631,0.349128545130196,0.0,12208000.0,5949451.0,5949451.0,3488000.0,1739554.0,1739554.0,872000.0,504126.0,504126.0,0.4945153911154032,0.0,0.1877878133586155,0.1916677933365524,0.0,0.4873403505897772,0.49872534403669727,0.5781261467889909,"[0.7316060690612007, 0.7505901066100814, 0.7707890281318328]","[0.26916100577409446, 0.3017453453987186, 0.32349066890861716]","[0.38027264155168755, 0.4781848135752614, 0.5199104754417989]","[0.8862839489444035, 0.9004630859047175, 0.9442645395801526]","[0.06150097781577467, 0.10110064451609348, 0.11831470825279754]","[0.34878978127964205, 0.47340870404923235, 0.523526216697289]","[0.6979322140543928, 0.7211171835211989, 0.7426605855789182]","[0.3097153841226476, 0.34314710245867097, 0.36668937796943535]","[0.47710168962287064, 0.48752894736842106, 0.5065116992481203]",0.4722222222222222,0.41666666666666663,9.0,0
longbench_v2,Agent history QA,blasst_aggressive_s50,4,0.0,0.0,0.0,"(0.0, 0.0)",294,4059,0.07243163340724317,0.0,,0,0,33863040.0,16851355.0,16851355.0,16851355.0,0.0,32685104.77466607,43253760.0,513967849.0954995,4492522330.399689,32685104.77466607,38944384.71830559,2702532.0,2702532.0,0.49763266971896203,0.49763266971896203,0.7556592715793048,0.7556592715793048,0.3382383555590389,0.0,32173440.0,16175309.0,16175309.0,1351680.0,518175.0,518175.0,337920.0,157871.0,157871.0,0.49763266971896203,0.0,0.14471065506535194,0.07980771956681976,0.0,0.5027534823755246,0.3833562677556818,0.46718454071969695,28512640.0,14182914.0,14182914.0,14182914.0,0.0,6545312.15471077,7208960.0,23084337.031339668,1156341671.9511719,6545312.15471077,6629907.686302185,1752570.0,1752570.0,0.4974254926937667,0.4974254926937667,0.9079412501540818,0.9079412501540818,0.14129136301929843,0.0,28231040.0,14149833.0,14149833.0,225280.0,31355.0,31355.0,56320.0,1726.0,1726.0,0.4974254926937667,0.0,0.011734776110758752,0.06146642331260802,0.0,0.5012154352089048,0.13918235085227273,0.03064630681818182,5350400.0,2668441.0,2668441.0,2668441.0,0.0,26139792.6199553,36044800.0,490883512.06415987,3336180658.448517,26139792.6199553,32314477.032003403,949962.0,949962.0,0.49873672996411483,0.49873672996411483,0.7252028758643494,0.7252028758643494,0.38358749658228464,0.0,3942400.0,2025476.0,2025476.0,1126400.0,486820.0,486820.0,281600.0,156145.0,156145.0,0.49873672996411483,0.0,0.17130583085627057,0.1775497159090909,0.0,0.5137672483766234,0.43219105113636364,0.5544921875,"[0.7525859547562285, 0.7567309455731841, 0.7585123494696313]","[0.33204980442261084, 0.3391941058350147, 0.34859537965184656]","[0.4931998427219031, 0.4992219023517016, 0.5068522984625086]","[0.902063104323605, 0.9042329164184677, 0.9113627459075863]","[0.13710132332707584, 0.14076063075883893, 0.14641587450275992]","[0.49191476150255253, 0.4995338772130782, 0.5089285628214415]","[0.7221398079396889, 0.7269249922211358, 0.728737434431498]","[0.37723614790182375, 0.38418062083733145, 0.39582781331724043]","[0.4960700254507951, 0.49784163533834586, 0.5012191075514875]",0.0,0.0,0.0,0
