configuration,mode,k,aggregation,value,scope,order,new_max_protection,oracle_refresh,steps,total_tiles,baseline_kept_tiles,additional_skipped_tiles,additional_physical_sparsity,fraction_of_baseline_kept_removed,maximum_absolute_error,mean_relative_error,worst_mean_row_cosine,minimum_row_cosine,masked_mean_relative_error,visible_mean_relative_error,masked_worst_mean_row_cosine,removed_new_maximum_tiles,first_nonzero_error_step
independent:k1:all_max:1e-06:all:score:newmax-none:current_step,independent,1,all_max,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:all_max:3e-06:all:score:newmax-none:current_step,independent,1,all_max,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:all_max:1e-05:all:score:newmax-none:current_step,independent,1,all_max,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:all_max:3e-05:all:score:newmax-none:current_step,independent,1,all_max,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:all_max:0.0001:all:score:newmax-none:current_step,independent,1,all_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:all_max:0.0003:all:score:newmax-none:current_step,independent,1,all_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:all_max:0.001:all:score:newmax-none:current_step,independent,1,all_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:all_max:0.003:all:score:newmax-none:current_step,independent,1,all_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:all_max:0.01:all:score:newmax-none:current_step,independent,1,all_max,0.01,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.006800234317779541,0.0009071406093426049,0.9999661445617676,0.9996366500854492,0.000900286016985774,0.0017776614986360073,0.9999687075614929,0,1
independent:k1:all_max:0.03:all:score:newmax-none:current_step,independent,1,all_max,0.03,all,score,none,current_step,16,1024,598,13,0.0126953125,0.021739130434782608,0.024103105068206787,0.002643403087859042,0.9997745752334595,0.9950920343399048,0.002279223164805444,0.00706827497924678,0.9998114109039307,0,1
independent:k1:veto_max:1e-06:all:score:newmax-none:current_step,independent,1,veto_max,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:veto_max:3e-06:all:score:newmax-none:current_step,independent,1,veto_max,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:veto_max:1e-05:all:score:newmax-none:current_step,independent,1,veto_max,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:veto_max:3e-05:all:score:newmax-none:current_step,independent,1,veto_max,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:veto_max:0.0001:all:score:newmax-none:current_step,independent,1,veto_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:veto_max:0.0003:all:score:newmax-none:current_step,independent,1,veto_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:veto_max:0.001:all:score:newmax-none:current_step,independent,1,veto_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:veto_max:0.003:all:score:newmax-none:current_step,independent,1,veto_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:veto_max:0.01:all:score:newmax-none:current_step,independent,1,veto_max,0.01,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.006800234317779541,0.0009071406093426049,0.9999661445617676,0.9996366500854492,0.000900286016985774,0.0017776614986360073,0.9999687075614929,0,1
independent:k1:veto_max:0.03:all:score:newmax-none:current_step,independent,1,veto_max,0.03,all,score,none,current_step,16,1024,598,13,0.0126953125,0.021739130434782608,0.024103105068206787,0.002643403087859042,0.9997745752334595,0.9950920343399048,0.002279223164805444,0.00706827497924678,0.9998114109039307,0,1
independent:k1:masked_max:1e-06:all:score:newmax-none:current_step,independent,1,masked_max,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:masked_max:3e-06:all:score:newmax-none:current_step,independent,1,masked_max,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:masked_max:1e-05:all:score:newmax-none:current_step,independent,1,masked_max,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:masked_max:3e-05:all:score:newmax-none:current_step,independent,1,masked_max,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:masked_max:0.0001:all:score:newmax-none:current_step,independent,1,masked_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:masked_max:0.0003:all:score:newmax-none:current_step,independent,1,masked_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:masked_max:0.001:all:score:newmax-none:current_step,independent,1,masked_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:masked_max:0.003:all:score:newmax-none:current_step,independent,1,masked_max,0.003,all,score,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0015961630269885063,0.00015648813860025257,0.9999988675117493,0.9999768733978271,0.00015421977150253952,0.000444570992840454,0.9999990463256836,0,1
independent:k1:masked_max:0.01:all:score:newmax-none:current_step,independent,1,masked_max,0.01,all,score,none,current_step,16,1024,598,11,0.0107421875,0.01839464882943144,0.024103105068206787,0.0022867105435580015,0.9997745752334595,0.9950920343399048,0.002251910511404276,0.006706354208290577,0.9998114109039307,0,1
independent:k1:masked_max:0.03:all:score:newmax-none:current_step,independent,1,masked_max,0.03,all,score,none,current_step,16,1024,598,13,0.0126953125,0.021739130434782608,0.024103105068206787,0.002643403087859042,0.9997745752334595,0.9950920343399048,0.002279223164805444,0.00706827497924678,0.9998114109039307,0,1
independent:k1:q90:1e-06:all:score:newmax-none:current_step,independent,1,q90,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q90:3e-06:all:score:newmax-none:current_step,independent,1,q90,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q90:1e-05:all:score:newmax-none:current_step,independent,1,q90,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q90:3e-05:all:score:newmax-none:current_step,independent,1,q90,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q90:0.0001:all:score:newmax-none:current_step,independent,1,q90,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q90:0.0003:all:score:newmax-none:current_step,independent,1,q90,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q90:0.001:all:score:newmax-none:current_step,independent,1,q90,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q90:0.003:all:score:newmax-none:current_step,independent,1,q90,0.003,all,score,none,current_step,16,1024,598,2,0.001953125,0.0033444816053511705,0.003998597152531147,0.00033475691452622414,0.999994695186615,0.9998565316200256,0.0003286242135800421,0.0011136129032820463,0.999995768070221,0,1
independent:k1:q90:0.01:all:score:newmax-none:current_step,independent,1,q90,0.01,all,score,none,current_step,16,1024,598,11,0.0107421875,0.01839464882943144,0.024103105068206787,0.0022867105435580015,0.9997745752334595,0.9950920343399048,0.002251910511404276,0.006706354208290577,0.9998114109039307,0,1
independent:k1:q90:0.03:all:score:newmax-none:current_step,independent,1,q90,0.03,all,score,none,current_step,16,1024,598,15,0.0146484375,0.02508361204013378,0.024103105068206787,0.0029186903520894703,0.9997745752334595,0.9950920343399048,0.002303263492649421,0.00734998417829047,0.9998114109039307,0,1
independent:k1:q95:1e-06:all:score:newmax-none:current_step,independent,1,q95,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q95:3e-06:all:score:newmax-none:current_step,independent,1,q95,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q95:1e-05:all:score:newmax-none:current_step,independent,1,q95,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q95:3e-05:all:score:newmax-none:current_step,independent,1,q95,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q95:0.0001:all:score:newmax-none:current_step,independent,1,q95,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q95:0.0003:all:score:newmax-none:current_step,independent,1,q95,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q95:0.001:all:score:newmax-none:current_step,independent,1,q95,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q95:0.003:all:score:newmax-none:current_step,independent,1,q95,0.003,all,score,none,current_step,16,1024,598,2,0.001953125,0.0033444816053511705,0.003998597152531147,0.00033475691452622414,0.999994695186615,0.9998565316200256,0.0003286242135800421,0.0011136129032820463,0.999995768070221,0,1
independent:k1:q95:0.01:all:score:newmax-none:current_step,independent,1,q95,0.01,all,score,none,current_step,16,1024,598,11,0.0107421875,0.01839464882943144,0.024103105068206787,0.0022867105435580015,0.9997745752334595,0.9950920343399048,0.002251910511404276,0.006706354208290577,0.9998114109039307,0,1
independent:k1:q95:0.03:all:score:newmax-none:current_step,independent,1,q95,0.03,all,score,none,current_step,16,1024,598,14,0.013671875,0.023411371237458192,0.024103105068206787,0.002866523849661462,0.9997745752334595,0.9950920343399048,0.002303263492649421,0.007297817675862461,0.9998114109039307,0,1
independent:k1:q99:1e-06:all:score:newmax-none:current_step,independent,1,q99,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q99:3e-06:all:score:newmax-none:current_step,independent,1,q99,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q99:1e-05:all:score:newmax-none:current_step,independent,1,q99,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q99:3e-05:all:score:newmax-none:current_step,independent,1,q99,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q99:0.0001:all:score:newmax-none:current_step,independent,1,q99,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q99:0.0003:all:score:newmax-none:current_step,independent,1,q99,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q99:0.001:all:score:newmax-none:current_step,independent,1,q99,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:q99:0.003:all:score:newmax-none:current_step,independent,1,q99,0.003,all,score,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0015961630269885063,0.00015648813860025257,0.9999988675117493,0.9999768733978271,0.00015421977150253952,0.000444570992840454,0.9999990463256836,0,1
independent:k1:q99:0.01:all:score:newmax-none:current_step,independent,1,q99,0.01,all,score,none,current_step,16,1024,598,11,0.0107421875,0.01839464882943144,0.024103105068206787,0.0022867105435580015,0.9997745752334595,0.9950920343399048,0.002251910511404276,0.006706354208290577,0.9998114109039307,0,1
independent:k1:q99:0.03:all:score:newmax-none:current_step,independent,1,q99,0.03,all,score,none,current_step,16,1024,598,14,0.013671875,0.023411371237458192,0.024103105068206787,0.002866523849661462,0.9997745752334595,0.9950920343399048,0.002303263492649421,0.007297817675862461,0.9998114109039307,0,1
independent:k1:sum_all:1e-06:all:score:newmax-none:current_step,independent,1,sum_all,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_all:3e-06:all:score:newmax-none:current_step,independent,1,sum_all,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_all:1e-05:all:score:newmax-none:current_step,independent,1,sum_all,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_all:3e-05:all:score:newmax-none:current_step,independent,1,sum_all,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_all:0.0001:all:score:newmax-none:current_step,independent,1,sum_all,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_all:0.0003:all:score:newmax-none:current_step,independent,1,sum_all,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_all:0.001:all:score:newmax-none:current_step,independent,1,sum_all,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_all:0.003:all:score:newmax-none:current_step,independent,1,sum_all,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_all:0.01:all:score:newmax-none:current_step,independent,1,sum_all,0.01,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_all:0.03:all:score:newmax-none:current_step,independent,1,sum_all,0.03,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_all:1e-06:all:score:newmax-none:current_step,independent,1,mean_all,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_all:3e-06:all:score:newmax-none:current_step,independent,1,mean_all,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_all:1e-05:all:score:newmax-none:current_step,independent,1,mean_all,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_all:3e-05:all:score:newmax-none:current_step,independent,1,mean_all,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_all:0.0001:all:score:newmax-none:current_step,independent,1,mean_all,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_all:0.0003:all:score:newmax-none:current_step,independent,1,mean_all,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_all:0.001:all:score:newmax-none:current_step,independent,1,mean_all,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:mean_all:0.003:all:score:newmax-none:current_step,independent,1,mean_all,0.003,all,score,none,current_step,16,1024,598,7,0.0068359375,0.011705685618729096,0.010820905677974224,0.0012525198981165886,0.9999340176582336,0.9989697933197021,0.0012386662419885397,0.0030119435396045446,0.9999415874481201,0,1
independent:k1:mean_all:0.01:all:score:newmax-none:current_step,independent,1,mean_all,0.01,all,score,none,current_step,16,1024,598,11,0.0107421875,0.01839464882943144,0.024103105068206787,0.0022867105435580015,0.9997745752334595,0.9950920343399048,0.002251910511404276,0.006706354208290577,0.9998114109039307,0,1
independent:k1:mean_all:0.03:all:score:newmax-none:current_step,independent,1,mean_all,0.03,all,score,none,current_step,16,1024,598,19,0.0185546875,0.03177257525083612,0.024103105068206787,0.0035971242359664757,0.9997745752334595,0.9950920343399048,0.002303263492649421,0.008028418062167475,0.9998114109039307,0,1
independent:k1:sum_masked:1e-06:all:score:newmax-none:current_step,independent,1,sum_masked,1e-06,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:sum_masked:3e-06:all:score:newmax-none:current_step,independent,1,sum_masked,3e-06,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:sum_masked:1e-05:all:score:newmax-none:current_step,independent,1,sum_masked,1e-05,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:sum_masked:3e-05:all:score:newmax-none:current_step,independent,1,sum_masked,3e-05,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:sum_masked:0.0001:all:score:newmax-none:current_step,independent,1,sum_masked,0.0001,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:sum_masked:0.0003:all:score:newmax-none:current_step,independent,1,sum_masked,0.0003,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:sum_masked:0.001:all:score:newmax-none:current_step,independent,1,sum_masked,0.001,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:sum_masked:0.003:all:score:newmax-none:current_step,independent,1,sum_masked,0.003,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:sum_masked:0.01:all:score:newmax-none:current_step,independent,1,sum_masked,0.01,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:sum_masked:0.03:all:score:newmax-none:current_step,independent,1,sum_masked,0.03,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:mean_masked:1e-06:all:score:newmax-none:current_step,independent,1,mean_masked,1e-06,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:mean_masked:3e-06:all:score:newmax-none:current_step,independent,1,mean_masked,3e-06,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:mean_masked:1e-05:all:score:newmax-none:current_step,independent,1,mean_masked,1e-05,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:mean_masked:3e-05:all:score:newmax-none:current_step,independent,1,mean_masked,3e-05,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:mean_masked:0.0001:all:score:newmax-none:current_step,independent,1,mean_masked,0.0001,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:mean_masked:0.0003:all:score:newmax-none:current_step,independent,1,mean_masked,0.0003,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:mean_masked:0.001:all:score:newmax-none:current_step,independent,1,mean_masked,0.001,all,score,none,current_step,16,1024,598,5,0.0048828125,0.008361204013377926,0.004097253084182739,0.0007306003863050137,0.999997079372406,0.9999855756759644,0.0,0.0007306003863050137,0.9999998807907104,0,8
independent:k1:mean_masked:0.003:all:score:newmax-none:current_step,independent,1,mean_masked,0.003,all,score,none,current_step,16,1024,598,14,0.013671875,0.023411371237458192,0.017099250108003616,0.002395547056948999,0.9998796582221985,0.9974746704101562,0.0016405838541686535,0.005489615901751677,0.9998986721038818,0,1
independent:k1:mean_masked:0.01:all:score:newmax-none:current_step,independent,1,mean_masked,0.01,all,score,none,current_step,16,1024,598,16,0.015625,0.026755852842809364,0.024103105068206787,0.003017310929863015,0.9997745752334595,0.9950920343399048,0.002251910511404276,0.007436954594595591,0.9998114109039307,0,1
independent:k1:mean_masked:0.03:all:score:newmax-none:current_step,independent,1,mean_masked,0.03,all,score,none,current_step,16,1024,598,19,0.0185546875,0.03177257525083612,0.024103105068206787,0.0035971242359664757,0.9997745752334595,0.9950920343399048,0.002303263492649421,0.008028418062167475,0.9998114109039307,0,1
independent:k1:sum_mixed:1e-06:all:score:newmax-none:current_step,independent,1,sum_mixed,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_mixed:3e-06:all:score:newmax-none:current_step,independent,1,sum_mixed,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_mixed:1e-05:all:score:newmax-none:current_step,independent,1,sum_mixed,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_mixed:3e-05:all:score:newmax-none:current_step,independent,1,sum_mixed,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_mixed:0.0001:all:score:newmax-none:current_step,independent,1,sum_mixed,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_mixed:0.0003:all:score:newmax-none:current_step,independent,1,sum_mixed,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_mixed:0.001:all:score:newmax-none:current_step,independent,1,sum_mixed,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_mixed:0.003:all:score:newmax-none:current_step,independent,1,sum_mixed,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_mixed:0.01:all:score:newmax-none:current_step,independent,1,sum_mixed,0.01,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k1:sum_mixed:0.03:all:score:newmax-none:current_step,independent,1,sum_mixed,0.03,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
